hsa-miR-1,1
hsa-miR-1224-5p,5
hsa-miR-1231,10
hsa-miR-1246,10
hsa-miR-1275,10
hsa-miR-1280,7
hsa-miR-1290,10
hsa-miR-1295,6
hsa-miR-1304,1
hsa-miR-130a*,4
hsa-miR-130b,2
hsa-miR-134,1
hsa-miR-139-3p,6
hsa-miR-145,9
hsa-miR-150*,1
hsa-miR-1825,6
hsa-miR-185,1
hsa-miR-186,3
hsa-miR-187*,5
hsa-miR-18b*,5
hsa-miR-193b,9
hsa-miR-200a,3
hsa-miR-200c,7
hsa-miR-20a,5
hsa-miR-218,10
hsa-miR-221,9
hsa-miR-222,1
hsa-miR-223,9
hsa-miR-23b,3
hsa-miR-296-5p,1
hsa-miR-299-5p,10
hsa-miR-302b,10
hsa-miR-30c-1*,5
hsa-miR-30e,3
hsa-miR-338-5p,5
hsa-miR-342-3p,9
hsa-miR-34b,9
hsa-miR-361-3p,4
hsa-miR-375,9
hsa-miR-376c,1
hsa-miR-378,2
hsa-miR-378*,10
hsa-miR-382,8
hsa-miR-410,6
hsa-miR-425*,7
hsa-miR-429,9
hsa-miR-431,1
hsa-miR-452,9
hsa-miR-483-3p,10
hsa-miR-486-3p,8
hsa-miR-493,9
hsa-miR-574-3p,10
hsa-miR-595,1
hsa-miR-601,5
hsa-miR-616*,10
hsa-miR-618,5
hsa-miR-622,9
hsa-miR-630,10
hsa-miR-638,1
hsa-miR-650,1
hsa-miR-760,2
